cidade,uf,servico,valor_mensal,capacidade_mb,vigencia_meses,ip_fixo,interface
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Santo Andre,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Santo Andre,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Piracicaba,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Franco Da Rocha,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Pranchita,PR,IP DEDICADO,200.0,75,36,32 +32,FIBRA
Santo Antonio Do Sudoeste,PR,IP DEDICADO,200.0,75,36,32 + 32,FIBRA
Vitoria Da Conquista,BA,IP DEDICADO,650.0,52,12,/30,FIBRA
Teresina,PI,IP DEDICADO,650.0,52,12,/30,FIBRA
Brasilia,DF,IP DEDICADO,650.0,52,12,/30,FIBRA
Rio De Janeiro,RJ,IP DEDICADO,650.0,52,12,/30,FIBRA
Cacoal,RO,IP BANDA LARGA,150.0,50,60,,FIBRA
Sao Gonaalo,RJ,IP DEDICADO,650.0,52,12,/30,FIBRA
Cacoal,RO,IP BANDA LARGA,150.0,50,60,,FIBRA
Pimenta Bueno,RO,IP BANDA LARGA,150.0,50,60,,FIBRA
Itabuna,BA,IP DEDICADO,650.0,52,12,0,FIBRA
Sao Paulo,SP,IP DEDICADO,650.0,52,12,30,FIBRA
Santo Anta Nio De Jesus,BA,IP DEDICADO,650.0,52,12,/30,FIBRA
Bauru,SP,IP DEDICADO,650.0,52,12,/30,FIBRA
Duque De Caxias,RJ,IP DEDICADO,650.0,52,12,/30,FIBRA
Jundiaa,SP,IP DEDICADO,650.0,52,12,/30,FIBRA
Sao Luis,MA,IP DEDICADO,650.0,52,12,/30,FIBRA
Mojui Dos Campos,PA,IP BANDA LARGA,110.0,300,60,,FIBRA
Feira De Santana,BA,IP DEDICADO,650.0,52,12,30,FIBRA
Serra,ES,IP DEDICADO,295.0,20,12,30,FIBRA
Vila Velha,ES,IP DEDICADO,295.0,20,12,30,FIBRA
Vila Velha,ES,IP DEDICADO,295.0,20,12,30,FIBRA
Vitoria,ES,IP DEDICADO,295.0,25,12,30,FIBRA
Vila Velha,ES,IP DEDICADO,295.0,25,12,30,FIBRA
Viana,ES,IP DEDICADO,295.0,25,12,30,FIBRA
Jaguaquara / Ba (Jgq),BA,IP DEDICADO,300.0,12,0,,FIBRA
Marau,RS,IP DEDICADO,220.0,50,24,32,FIBRA
Santa Maria,RS,IP BANDA LARGA,115.85,10,60,,FIBRA
Restinga Seca / Rs (Rsc),RS,IP BANDA LARGA,149.9,100,0,0,FIBRA
Sao Luas,MA,IP BANDA LARGA,150.0,50,60,,FIBRA
Santa Inas,MA,IP BANDA LARGA,150.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Galia,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Conchal,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Ribeirao Preto,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Jose Do Barreiro,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Carlos,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Santa Isabel,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Guarulhos,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Jose Dos Campos,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Jose Do Rio Preto,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Franco Da Rocha,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Alvaro De Carvalho,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Alvaro De Carvalho,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Santo Andre,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Santo Andre,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Piracicaba,SP,IP BANDA LARGA,125.0,50,60,,FIBRA
Mansidao / Ba (Mmd),BA,IP BANDA LARGA,101.01,10,0,,FIBRA
Brasilia / Df (Bsa),DF,IP BANDA LARGA,100.96,10,0,,FIBRA
Porto Seguro / Ba (Pgu),BA,IP BANDA LARGA,101.01,10,0,,FIBRA
Caruaru / Pe (Cru),PE,IP BANDA LARGA,101.01,10,0,,FIBRA
Sao Paulo,SP,IP BANDA LARGA,115.0,100,60,,FIBRA
Ipatinga / Mg (Iig),MG,IP BANDA LARGA,115.0,100,0,,FIBRA
Brasilia,DF,IP BANDA LARGA,120.0,50,60,,FIBRA
Brasilia,DF,IP BANDA LARGA,120.0,50,60,,FIBRA
Itupiranga,PA,IP DEDICADO,625.0,52,24,/30,FIBRA
Brasilia,DF,IP BANDA LARGA,120.0,50,60,,FIBRA
Brasilia,DF,IP BANDA LARGA,120.0,50,60,,FIBRA
Brasilia,DF,IP BANDA LARGA,120.0,50,60,,FIBRA
Mansidao / Ba (Mmd),BA,IP BANDA LARGA,150.0,50,0,,FIBRA
Brejo Do Cruz / Pb (Bjz),PB,IP BANDA LARGA,129.9,50,0,,FIBRA
Brejo Do Cruz / Pb (Bjz),PB,IP BANDA LARGA,130.0,50,0,,FIBRA
Recife / Pe (Rce),PE,IP BANDA LARGA,100.0,50,0,,FIBRA
Porto Alegre / Rs (Pae),RS,IP BANDA LARGA,90.0,100,0,,FIBRA
Recife / Pe (Rce),PE,IP BANDA LARGA,90.0,100,0,,FIBRA
Sobradinho / Ba (Shb),BA,IP BANDA LARGA,100.0,100,0,,FIBRA
Sobradinho / Ba (Shb),BA,IP BANDA LARGA,99.9,400,0,,FIBRA
Porto Seguro,BA,IP BANDA LARGA,84.0,300,60,,FIBRA
Nonoai,RS,L2L LAST MILE,330.0,75,36,,FIBRA
Caxias Do Sul,RS,L2L  LAST MILE | L2L LAST MILE,170.0,10,60,,FIBRA
Caxias Do Sul / Rs (Csl),RS,IP BANDA LARGA,109.0,20,0,,FIBRA
Caxias Do Sul / Rs (Csl),RS,IP BANDA LARGA,109.0,20,0,,FIBRA
Campo Grande,MS,IP BANDA LARGA,115.0,300,60,,FIBRA
Campo Grande,MS,IP BANDA LARGA,115.0,300,60,,FIBRA
Campo Grande,MS,IP BANDA LARGA,115.0,300,60,,FIBRA
Campo Grande,MS,IP BANDA LARGA,115.0,300,60,,FIBRA
Campo Grande,MS,IP BANDA LARGA,115.0,300,60,,FIBRA
Campo Grande,MS,IP BANDA LARGA,115.0,300,60,,FIBRA
Campo Grande,MS,IP BANDA LARGA,115.0,300,60,,FIBRA
Bocaina Do Sul,SC,IP BANDA LARGA,89.9,100,60,,FIBRA
Rancho Alegre D\'Oeste,PR,L2L  LAST MILE,225.0,5,60,,FIBRA
Teresina,PI,IP DEDICADO,900.0,110,36,/30,RÃDIO
Teresina / Pi (Tsa),PI,IP DEDICADO,930.0,102,0,,RÃDIO
Bocaina Do Sul,SC,IP BANDA LARGA,99.99,100,60,,FIBRA
Capinzal,SC,IP BANDA LARGA,89.99,200,60,,FIBRA
Sao Jose Dos Campos / Sp (Sjc),SP,IP DEDICADO,450.0,22,0,,RÃDIO
Sao Josa Dos Campos,SP,IP DEDICADO,400.0,22,36,30,RÃDIO
Rio De Janeiro / Rj (Rjo),RJ,IP BANDA LARGA,285.0,300,0,,FIBRA
Macapa,AP,IP BANDA LARGA,120.0,50,60,,FIBRA
Belo Horizonte,MG,IP DEDICADO,0.0,100,36,30,FIBRA
Diadema,SP,IP BANDA LARGA,100.0,200,60,,FIBRA
Belo Horizonte,MG,IP DEDICADO,855.67,50,36,30,FIBRA
Arabuta,SC,IP BANDA LARGA,79.9,200,60,,FIBRA
Tabai,RS,IP BANDA LARGA,99.9,500,60,,FIBRA
Diamante Do Sul,PR,IP BANDA LARGA,200.0,50,60,,RÃDIO
Feira De Santana / Ba (Fsa),BA,IP DEDICADO,980.0,12,0,,FIBRA
Itaguai / Rj (Igi),RJ,IP DEDICADO,0.0,300,0,,FIBRA
Taubate / Sp (Tte),SP,IP DEDICADO,500.0,52,0,,FIBRA
Taubate / Sp (Tte),SP,IP DEDICADO,950.0,52,0,,FIBRA
Saudade Do Iguaau,PR,IP BANDA LARGA,79.9,100,60,,FIBRA
Sao Paulo,SP,IP DEDICADO | IP BANDA LARGA,80.0,100,12,,FIBRA
Sao Paulo,SP,IP DEDICADO,500.0,25,12,30,FIBRA
Foz Do Iguaau,PR,L2L  LAST MILE,0.01,50,12,,FIBRA
Curitibanos,SC,L2L  LAST MILE,0.01,50,12,,FIBRA
Guarapuava,PR,IP BANDA LARGA,111.62,10,60,,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,100.96,10,0,,FIBRA
Brasilia / Df (Bsa),DF,IP BANDA LARGA,100.96,10,0,,FIBRA
Sao Luis / Ma (Sls),MA,IP BANDA LARGA,101.01,10,0,,FIBRA
Belem / Pa (Blm),PA,IP BANDA LARGA,101.01,10,0,,FIBRA
Campo Grande / Ms (Cpe),MS,IP BANDA LARGA,101.01,10,0,,FIBRA
Belem / Pa (Blm),PA,IP BANDA LARGA,101.01,10,0,,FIBRA
Santa Ines / Ma (Sis),MA,IP BANDA LARGA,101.01,10,0,,FIBRA
Brasilia / Df (Bsa),DF,IP BANDA LARGA,101.06,10,0,,FIBRA
Brasilia / Df (Bsa),DF,IP BANDA LARGA,100.96,10,0,,FIBRA
Piraquara / Pr (Pqa),PR,IP BANDA LARGA,115.79,10,0,,FIBRA
Brasilia / Df (Bsa),DF,IP BANDA LARGA,100.96,10,0,,FIBRA
Brasilia / Df (Bsa),DF,IP BANDA LARGA,100.96,10,0,,FIBRA
Brasilia / Df (Bsa),DF,IP BANDA LARGA,100.96,10,0,,FIBRA
Belem / Pa (Blm),PA,IP BANDA LARGA,101.01,10,0,,FIBRA
Ananindeua / Pa (Aiu),PA,IP BANDA LARGA,101.06,10,0,,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,100.96,10,0,,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,100.96,10,0,,FIBRA
Tarauaca / Ac (Tau),AC,IP BANDA LARGA,101.06,10,0,,FIBRA
Brasilia / Df (Bsa),DF,IP BANDA LARGA,100.96,10,0,,FIBRA
Sao Luis / Ma (Sls),MA,IP BANDA LARGA,101.01,10,0,,FIBRA
Porto Velho / Ro (Pvo),RO,IP BANDA LARGA,101.01,10,0,,FIBRA
Porto Alegre / Rs (Pae),RS,IP BANDA LARGA,115.85,10,0,,FIBRA
Candeias,BA,IP DEDICADO,0.0,50,24,0,FIBRA
Santa Cruz Do Sul,RS,IP DEDICADO,450.0,10,12,30,FIBRA
Getulio Vargas,RS,IP DEDICADO,200.0,10,24,30,RÃDIO
Montes Claros / Mg (Mcl),MG,IP DEDICADO,800.0,50,0,,RÃDIO
Montes Claros,MG,IP DEDICADO,750.0,50,24,30,RÃDIO
Sao Paulo / Sp (Spo),SP,IP DEDICADO,955.0,52,24,/29,FIBRA
Santa Carmem,MT,L2L LAST MILE,600.0,100,12,vlan 1498 e 4096,FIBRA
,,IP DEDICADO,250.0,32,36,0,FIBRA
Sapucaia Do Sul / Rs (Sps),RS,L2L LAST MILE,933.0,50,0,,FIBRA
Candeias,BA,IP DEDICADO,850.0,50,24,30,FIBRA
Curitiba / Pr (Cta),PR,L2L LAST MILE,200.0,32,0,,FIBRA
Cariacica,ES,IP DEDICADO,295.0,22,24,32,FIBRA
Serra,ES,IP DEDICADO,295.0,22,24,32,FIBRA
Vila Velha,ES,IP DEDICADO,295.0,22,24,32,FIBRA
Campinas,SP,IP DEDICADO,850.0,102,12,30,RÃDIO
Sao Joao,PR,IP BANDA LARGA,79.9,100,60,,FIBRA
Santos,SP,IP BANDA LARGA,90.0,100,60,,FIBRA
Santos,SP,IP BANDA LARGA,90.0,100,60,,FIBRA
Santos,SP,IP BANDA LARGA,90.0,100,60,,FIBRA
Mogi Das Cruzes,SP,IP BANDA LARGA,90.0,100,60,,FIBRA
Belo Horizonte,MG,IP BANDA LARGA,0.01,600,60,,FIBRA
Belo Horizonte,MG,IP BANDA LARGA,0.01,600,60,,FIBRA
Belo Horizonte,MG,IP BANDA LARGA,0.01,600,60,,FIBRA
Contagem,MG,IP BANDA LARGA,0.01,600,60,,FIBRA
Belo Horizonte,MG,IP BANDA LARGA,0.01,600,60,,FIBRA
Belo Horizonte,MG,IP BANDA LARGA,0.01,600,60,,FIBRA
Belo Horizonte,MG,IP BANDA LARGA,0.01,600,60,,FIBRA
Belo Horizonte,MG,IP BANDA LARGA,0.01,600,60,,FIBRA
Ourizona,PR,IP BANDA LARGA | IP DEDICADO,189.9,15,60,,FIBRA
Benevides,PA,IP DEDICADO,968.0,100,12,/30,FIBRA
Parambu / Ce (Pbu),CE,IP BANDA LARGA,150.0,50,0,,FIBRA
Sao Luis / Ma (Sls),MA,IP BANDA LARGA,150.0,50,0,,FIBRA
Parambu / Ce (Pbu),CE,IP BANDA LARGA,129.9,50,0,,FIBRA
Candeias,BA,IP DEDICADO,850.0,50,24,30,FIBRA
Salvador / Ba (Sdr),BA,IP BANDA LARGA,100.96,10,0,,FIBRA
Dourados,MS,IP BANDA LARGA,115.0,300,60,,FIBRA
Curitiba,PR,IP BANDA LARGA,115.0,400,60,,FIBRA
Santana Do Livramento,RS,IP BANDA LARGA,59.9,75,60,,FIBRA
Porto Alegre / Rs (Pae),RS,IP BANDA LARGA,90.0,100,0,,FIBRA
Assis Chateaubriand,PR,IP BANDA LARGA,200.0,10,60,,FIBRA
Miranda / Ms (Mrd),MS,IP DEDICADO,750.0,52,0,,FIBRA
Guia Lopes Da Laguna / Ms (Glg),MS,IP DEDICADO,750.0,52,0,,FIBRA
Nao-Me-Toque,RS,L2L  LAST MILE | L2L LAST MILE,170.0,10,60,0,FIBRA
Nao-Me-Toque,RS,L2L  LAST MILE | L2L LAST MILE,170.0,10,60,0,FIBRA
Caxias Do Sul,RS,L2L LAST MILE | L2L  LAST MILE,170.0,10,60,,FIBRA
Gravatai,RS,L2L  LAST MILE,170.0,10,60,,FIBRA
Flores Da Cunha,,L2L  LAST MILE,170.0,10,60,,FIBRA
Araraquara,SP,IP DEDICADO,699.0,50,12,30,FIBRA
Franca,SP,IP BANDA LARGA,120.0,10,60,0,FIBRA
Rancho Alegre Doeste,PR,IP BANDA LARGA,99.9,10,60,0,FIBRA
Sao Jose,RS,IP BANDA LARGA,89.9,10,60,0,FIBRA
Rio Do Sul,RS,IP BANDA LARGA,89.9,10,60,0,FIBRA
Florianopolis,SC,IP BANDA LARGA,89.9,10,60,0,FIBRA
Blumenau,PR,IP BANDA LARGA,89.9,10,60,0,FIBRA
Sapucaia Do Sul,PR,IP BANDA LARGA,89.9,10,60,0,FIBRA
Maringa,PR,IP BANDA LARGA,89.9,10,60,0,FIBRA
Londrina,PR,IP BANDA LARGA,89.9,10,60,0,FIBRA
Londrina,PR,IP BANDA LARGA | IP DEDICADO,89.9,10,60,0,FIBRA
Londrina,PR,IP BANDA LARGA | IP DEDICADO,89.9,10,60,,FIBRA
Curitiba,PR,IP BANDA LARGA | IP DEDICADO,89.9,10,60,0,FIBRA
Tres Palmeiras / Rs (Tpm),RS,IP DEDICADO,200.0,22,0,,FIBRA
Curitiba,PR,IP BANDA LARGA | IP DEDICADO,89.9,10,60,,FIBRA
Curitiba,PR,IP BANDA LARGA | IP DEDICADO,89.9,10,60,,FIBRA
Sao Paulo / Sp (Spo),SP,IP DEDICADO,0.0,200,36,30,RÃDIO
Varginha / Mg (Vga),MG,IP DEDICADO,754.0,50,0,,FIBRA
Quarai / Rs (Qri),RS,IP DEDICADO,219.8,15,0,,FIBRA
Quaraa,RS,IP DEDICADO,399.9,15,12,0,FIBRA
Embu Das Artes,SP,IP DEDICADO,0.0,500,12,30,RÃDIO
Sao Paulo,SP,IP DEDICADO,0.0,300,36,30,RÃDIO
Salesa3Polis,SP,COMPRA | FIBRA APAGADA,0.0,1,12,0,FIBRA
Curitiba,PR,IP BANDA LARGA,65.79,400,60,,FIBRA
Curitiba,PR,IP BANDA LARGA,65.79,400,60,,FIBRA
Curitiba,PR,IP BANDA LARGA,65.79,400,60,,FIBRA
Curitiba,PR,IP BANDA LARGA,65.79,400,60,,FIBRA
Curitiba,PR,IP BANDA LARGA,65.79,400,60,,FIBRA
,,IP DEDICADO,990.0,100,36,0,FIBRA
Sapucaia Do Sul / Rs (Sps),RS,L2L LAST MILE,933.0,20,0,,FIBRA
Sapucaia Do Sul / Rs (Sps),RS,L2L LAST MILE,933.0,20,0,,FIBRA
Pelotas / Rs (Plt),RS,IP DEDICADO,224.0,12,0,,FIBRA
Balsas / Ma (Bla),MA,IP DEDICADO,320.0,12,0,,FIBRA
Sao Paulo,SP,IP DEDICADO,0.0,300,36,30,RÃDIO
Caraguatatuba,SP,IP DEDICADO,700.0,102,36,30,RÃDIO
Lages / Sc (Lgs),SC,IP DEDICADO,930.0,102,0,,RÃDIO
Manaus / Am (Mns),AM,IP DEDICADO,930.0,102,0,,RÃDIO
Macaiba / Rn (Mci),RN,IP DEDICADO,930.0,102,0,,RÃDIO
Itaperuna / Rj (Ira),RJ,IP DEDICADO | REMOTE HANDS,930.0,102,0,,RÃDIO
Manaus / Am (Mns),AM,IP DEDICADO,900.0,55,0,,FIBRA
Manaus,AM,IP DEDICADO,0.0,50,12,32,FIBRA
Blumenau,SC,IP DEDICADO,420.0,52,36,/29,FIBRA
Belo Horizonte / Mg (Bhe),MG,IP DEDICADO,0.01,100,0,0,FIBRA
Manaus / Am (Mns),AM,IP DEDICADO,650.0,20,0,,FIBRA
Sao Paulo / Sp (Spo),SP,L2L LAST MILE,450.0,50,0,30,FIBRA
Belo Horizonte / Mg (Bhe),MG,IP DEDICADO,726.6,100,0,,FIBRA
Belo Horizonte / Mg (Bhe),MG,IP DEDICADO,975.0,200,12,/30,FIBRA
Belo Horizonte / Mg (Bhe),MG,IP DEDICADO,726.6,100,0,,FIBRA
Osasco / Sp (Oco),SP,IP BANDA LARGA,200.0,100,0,,FIBRA
Osasco / Sp (Oco),SP,L2L LAST MILE,0.0,200,0,30,FIBRA
Manoel Viana,RS,IP DEDICADO,399.9,100,24,,FIBRA
Itajaa,SC,IP DEDICADO,950.0,100,11,30,RÃDIO
Curitiba,PR,IP BANDA LARGA,115.0,400,60,,FIBRA
Curitiba,PR,IP BANDA LARGA,115.0,400,60,,FIBRA
Curitiba,PR,IP BANDA LARGA,115.0,400,60,,FIBRA
Curitiba,PR,IP BANDA LARGA,115.0,400,60,,FIBRA
Curitiba,PR,IP BANDA LARGA,115.0,400,60,,FIBRA
Curitiba,PR,IP BANDA LARGA,115.0,400,60,,FIBRA
Manoel Viana,RS,IP DEDICADO,399.9,100,12,30,FIBRA
Porto Velho / Ro (Pvo),RO,IP BANDA LARGA,101.01,10,0,,FIBRA
Porto Velho,RO,IP BANDA LARGA,119.99,400,60,,FIBRA
Porto Velho,RO,IP BANDA LARGA,119.99,400,60,,FIBRA
Londrina,PR,IP BANDA LARGA,250.0,50,60,,FIBRA
Ponta Grossa,PR,L2L  LAST MILE,225.0,5,60,,FIBRA
Guarapuava,PR,L2L LAST MILE,225.0,5,60,,FIBRA
Foz Do Iguacu,PR,L2L LAST MILE,225.0,5,60,,FIBRA
Flor Da Serra Do Sul,PR,L2L  LAST MILE,225.0,5,60,,FIBRA
Saudade Do Iguacu,PR,L2L LAST MILE,225.0,5,60,,FIBRA
Palotina,PR,L2L LAST MILE,225.0,5,60,,FIBRA
Ourizona,PR,IP BANDA LARGA,65.79,50,60,,FIBRA
Foz Do Iguacu,PR,L2L LAST MILE,225.0,5,60,,FIBRA
Diamante Do Sul,PR,L2L  LAST MILE,225.0,5,60,,FIBRA
Curitiba,PR,IP BANDA LARGA,65.79,50,60,,FIBRA
Araraquara,SP,IP BANDA LARGA,119.9,700,12,,FIBRA
Tarauaca,AC,IP BANDA LARGA,250.0,50,60,,FIBRA
Rodrigues Alves,AC,IP BANDA LARGA,250.0,50,60,,FIBRA
Rio Branco,AC,IP BANDA LARGA,250.0,50,60,,FIBRA
Rio Branco,AC,IP BANDA LARGA,250.0,50,60,,FIBRA
Rio Branco,AC,IP BANDA LARGA,250.0,50,60,,FIBRA
Cruzeiro Do Sul,AC,IP BANDA LARGA,250.0,50,60,,FIBRA
Cruzeiro Do Sul,AC,IP BANDA LARGA,250.0,50,60,,FIBRA
Cruzeiro Do Sul,AC,IP BANDA LARGA,250.0,50,60,,FIBRA
Palotina,PR,IP BANDA LARGA,79.9,100,60,,FIBRA
Londrina,PR,IP DEDICADO,252.33,30,60,,FIBRA
Londrina,PR,IP DEDICADO,252.33,30,60,,FIBRA
Juiz De Fora / Mg (Jfa),MG,IP DEDICADO,450.0,10,0,,FIBRA
Brasilia / Df (Bsa),DF,IP DEDICADO,400.0,10,0,,FIBRA
Arabuta,SC,IP BANDA LARGA,111.62,10,60,,FIBRA
Candiota,RS,IP BANDA LARGA,111.62,10,60,,FIBRA
Jaru,RO,IP BANDA LARGA,97.37,10,60,,FIBRA
Belem,PA,IP BANDA LARGA,97.33,10,60,,FIBRA
Belem,PA,IP BANDA LARGA,97.33,10,60,,FIBRA
Cuiaba,MT,IP BANDA LARGA,472.71,10,60,,FIBRA
Cuiaba,MT,IP BANDA LARGA,97.33,10,60,,FIBRA
Aparecida De Goiania,GO,IP BANDA LARGA,97.33,10,60,,FIBRA
Mata De Sao Joao,BA,IP BANDA LARGA,97.27,10,60,,FIBRA
Galia,SP,IP BANDA LARGA,97.27,10,60,,FIBRA
Petropolis,RJ,IP BANDA LARGA,136.56,10,60,,FIBRA
Guarapuava,PR,IP BANDA LARGA,111.62,10,60,,FIBRA
Vila Velha,ES,IP BANDA LARGA,100.78,10,60,,FIBRA
Belem,PA,IP DEDICADO,223.7,10,60,,FIBRA
Belo Horizonte,MG,IP DEDICADO,204.77,10,60,,FIBRA
Sao Paulo,SP,IP DEDICADO,19.8,10,60,,FIBRA
Rio De Janeiro,RJ,IP DEDICADO,240.55,10,60,,FIBRA
Rio De Janeiro,RJ,IP DEDICADO,240.55,10,60,,FIBRA
Rio De Janeiro,RJ,IP DEDICADO,240.55,10,60,,FIBRA
Belo Horizonte,MG,IP DEDICADO,204.77,10,60,,FIBRA
Sao Luas,MA,IP BANDA LARGA,240.0,50,60,,FIBRA
,,L2L LAST MILE,0.0,100,24,,FIBRA
Porto Velho,RO,IP BANDA LARGA,300.0,50,60,,FIBRA
Caceres / Mt (Ccs),MT,L2L LAST MILE,950.0,100,0,,FIBRA
Caceres,MT,L2L LAST MILE,0.0,100,12,0,FIBRA
Caceres,MT,L2L LAST MILE,0.0,100,12,,FIBRA
Londrina,PR,IP DEDICADO,252.33,30,60,,FIBRA
Londrina,PR,IP BANDA LARGA | IP DEDICADO,252.33,30,60,,FIBRA
Ribeirao Preto,SP,IP BANDA LARGA,119.0,100,12,,FIBRA
Curitiba,PR,IP BANDA LARGA,89.9,200,60,,FIBRA
Guanhaes,MG,IP DEDICADO,500.0,50,12,30,FIBRA
Jaru,RO,IP BANDA LARGA,160.0,50,60,,FIBRA
Londrina,PR,IP BANDA LARGA,250.0,50,60,,FIBRA
Londrina,PR,IP BANDA LARGA,250.0,50,60,,FIBRA
Londrina,PR,IP BANDA LARGA,250.0,50,60,,FIBRA
Cascavel,PR,IP DEDICADO,890.0,100,12,30,FIBRA
Sao Paulo,SP,IP BANDA LARGA,178.0,200,12,0,FIBRA
Belo Horizonte,MG,IP BANDA LARGA,129.9,100,12,,FIBRA
Tramandai / Rs (Tri),RS,IP BANDA LARGA,250.0,10,0,,FIBRA
Balneario Pinhal / Rs (Bnph),RS,IP DEDICADO,224.0,12,0,,FIBRA
Porto Alegre / Rs (Pae),RS,IP DEDICADO,999.9,105,0,30,FIBRA
Osorio / Rs (Osr),RS,IP BANDA LARGA,250.0,200,0,,FIBRA
Tramandai / Rs (Tri),RS,IP BANDA LARGA,299.0,640,0,,FIBRA
Eldorado Do Sul / Rs (Esu),RS,IP DEDICADO,350.0,205,0,,FIBRA
Pelotas / Rs (Plt),RS,IP DEDICADO,297.0,105,0,,FIBRA
Juazeiro,BA,IP DEDICADO,650.0,50,12,30,FIBRA
Pirapo / Rs (Piq),RS,IP DEDICADO,130.0,5,0,,FIBRA
Niquelandia / Go (Nqa),GO,IP DEDICADO,350.0,12,0,,FIBRA
Camaqua / Rs (Cam),RS,IP DEDICADO,375.0,52,0,,FIBRA
Belo Horizonte,MG,IP DEDICADO,855.67,22,12,30,FIBRA
Duque De Caxias,RJ,IP DEDICADO,700.0,200,12,30,FIBRA
Piracicaba,SP,IP DEDICADO,940.0,102,36,30,RÃDIO
Belford Roxo,RJ,IP DEDICADO,0.0,100,36,30,RÃDIO
Belo Horizonte,MG,IP BANDA LARGA,125.0,500,60,,FIBRA
Passos,MG,IP BANDA LARGA,125.0,500,60,,FIBRA
Sidrolandia,MS,IP DEDICADO,300.0,15,12,30,FIBRA
Vila Velha,ES,IP BANDA LARGA,169.9,220,60,,FIBRA
Aracruz,ES,IP BANDA LARGA,169.9,220,60,,FIBRA
Aracruz,ES,IP BANDA LARGA,169.9,220,60,,FIBRA
Sidrolandia,MS,IP DEDICADO,300.0,15,12,30,FIBRA
Altamira,PA,IP BANDA LARGA,169.9,100,60,,FIBRA
Carlinda,MT,IP BANDA LARGA,229.9,50,60,,FIBRA
Cotriguaau,MT,IP BANDA LARGA,229.9,50,60,,FIBRA
Cairu,BA,IP DEDICADO,100.0,20,60,,FIBRA
Aracruz,ES,IP BANDA LARGA,219.9,50,60,,FIBRA
Aracruz,ES,IP BANDA LARGA,219.9,50,60,,FIBRA
Rio Do Sul / Sc (Rsl),SC,IP DEDICADO,250.0,12,0,0,FIBRA
Serra,ES,IP DEDICADO,395.0,20,12,/30,FIBRA
Lagoa Vermelha,RS,L2L LAST MILE,250.0,30,12,,FIBRA
Guarulhos / Sp (Grs),SP,IP DEDICADO,500.0,55,0,,FIBRA
Lagoa Vermelha / Rs (Lvh),RS,L2L LAST MILE,350.0,50,12,,FIBRA
Miranda,MS,IP DEDICADO,0.0,2,12,30,RÃDIO
Belo Horizonte,MG,IP DEDICADO,692.83,22,12,/30,FIBRA
Lagoa Vermelha,RS,L2L LAST MILE,250.0,50,12,0,FIBRA
Serra,ES,IP DEDICADO,395.0,20,12,/30,FIBRA
Lagoa Vermelha,RS,L2L LAST MILE,250.0,30,12,,FIBRA
Serra,ES,IP DEDICADO,395.0,20,12,/30,FIBRA
