Nome Provedor,IP Fixo,Valor Mensal (C/IMP) (R$),Serviço,Cliente Final,Vigência em (Meses),Cidade A,UF A,Interface,Capacidade (MB)
SUMICITY TELECOMUNICACOES S.A.,,950.00,IP DEDICADO,MERCADO LIVRE,0,CARAGUATATUBA / SP (CGT),SP,FIBRA,200
SUMICITY TELECOMUNICACOES S.A.,,950.00,IP DEDICADO,MERCADO LIVRE,0,CARAGUATATUBA / SP (CGT),SP,FIBRA,200
UNIFIQUE TELECOMUNICACOES S/A,,600.00,IP DEDICADO,MERCADO LIVRE,0,GASPAR / SC (GPR),SC,FIBRA,50
VIPWAY,,900.00,IP DEDICADO,MERCADO LIVRE,0,SAO VICENTE / SP (SVE),SP,RÁDIO,100
WORLDNET TELECOM COMERCIO E SERVICOS DE TELECOMUNICACOES LTDA,,600.00,IP DEDICADO,JSL,0,IPOJUCA / PE (IPJ),PE,FIBRA,50
RAIMAX INTERNET LTDA.,,350.00,IP DEDICADO,CAIXA ECONOMICA FEDERAL,0,BAEPENDI / MG (BAD),MG,FIBRA,12
NEOVIA SOLUTIONS BRASIL SERVICOS DE LOGISTICA LTDA.,,1.120.00,IP DEDICADO,MERCADO LIVRE,0,SOROCABA / SP (SOC),SP,RÁDIO,50
G2G SERVICOS DE COMUNICACAO E COMERCIO DE PRODUTOS ELETRONICOS LTDA,,600.00,IP DEDICADO,PANDURATA VAREJO ALIMENTOS,0,ARACARIGUAMA / SP (AREM),SP,FIBRA,50
I9 TELECOM LTDA.,,1.500.00,IP DEDICADO,SHOPEE,0,CRAVINHOS / SP (CVH),SP,FIBRA,100
CINE NET TELECOM LTDA,,420.00,IP DEDICADO,MP/MT,0,BARRA DO GARCAS / MT (BAG),MT,FIBRA,22
OUTCENTER,,600.00,IP DEDICADO,CAIXA ECONOMICA FEDERAL,0,LAMBARI / MG (LAB),MG,FIBRA,20
BRMOM CONSTRUINDO CONEXOES LTDA,,329.00,L2L LAST MILE,SENCINET,0,SAO GABRIEL / RS (SGB),RS,FIBRA,10
CACERES TELECOMUNICACOES LTDA,,216.00,IP BANDA LARGA,MP/MT,0,CACERES / MT (CCS),MT,FIBRA,1024
RUPI TELECOM LTDA,,425.00,IP DEDICADO,MERCADO LIVRE,0,MACEIO / AL (MCO),SP,FIBRA,50
MAGNOS A BOTH & CIA LTDA,,400.00,IP DEDICADO,AGROFEL,0,DOUTOR MAURICIO CARDOSO / RS (DMC),RS,FIBRA,100
CORPORATIVA FIBER LTDA.,,1.000.00,IP DEDICADO,MERCADO LIVRE,0,POCOS DE CALDAS / MG (PCS),MG,RÁDIO,50
DEZNET TELEC LTDA,,480.00,IP DEDICADO,MERCADO LIVRE,0,CHAPECO / SC (CCO),SC,RÁDIO,50
TELEMIDIA SISTEMAS DE TELECOMUNICACAO LTDA,,1.080.00,IP DEDICADO,MERCADO LIVRE,0,POCOS DE CALDAS / MG (PCS),MG,FIBRA,50
RODOLFO TREVIZAM FERMINO DE OLIVEIRA,,450.00,IP DEDICADO,MERCADO LIVRE,0,PIRACICABA / SP (PAA),SP,RÁDIO,60
BRFIBRA TELECOMUNICAÇÕES LTDA,,300.00,GOLDEN JUMPER,FERNANDO B DE OLIVEIRA E CIA LTDA,0,PORTO ALEGRE / RS (PAE),RS,FIBRA,
S LANZA JUNIOR LTDA,,200.00,IP BANDA LARGA,REBOUCAS & CIA.LTDA,0,COLIDER / MT (CDE),MT,FIBRA,100
ELO SOLUCOES EMPRESARIAIS LTDA,,550.00,IP DEDICADO,LOGGI,0,APARECIDA DE GOIANIA / GO (ACG),GO,FIBRA,42
ULTRANET TELECOMUNICACOES LTDA,,200.00,IP BANDA LARGA,PANVEL,0,SAO PAULO / SP (SPO),SP,FIBRA,100
RGSUL INTERNET LTDA,,700.00,IP DEDICADO,SHOPEE,0,PELOTAS / RS (PLT),RS,FIBRA,50
CTINET SOLUCOES EM CONECTIVIDADE E INFORMATICA LTDA,,800.00,IP DEDICADO,MERCADO LIVRE,36,SAO PAULO / SP (SPO),SP,RÁDIO,50
MHNET TELECOMUNICACOES LTDA,,200.00,IP BANDA LARGA,OI,0,JOACABA / SC (JCA),SC,FIBRA,150
L.T SPECHT TELECOMUNICACOES LTDA,,300.00,IP BANDA LARGA,MPMT,0,TAPURAH / MT (TPK),MT,FIBRA,100
MARCELO BIAZI EIRELI,30,300.00,IP BANDA LARGA,MPMT,0,POXOREU / MT (PXO),MT,FIBRA,200
CONNECTION TELECOM LTDA,,700.00,IP DEDICADO,SHOPEE,0,CONTAGEM / MG (CEM),MG,FIBRA,60
UNIVERSAL TELECOM S.A.,,900.00,IP DEDICADO,MERCADO LIVRE,0,JUNDIAI / SP (JAI),SP,RÁDIO,50
NETFIBRA,,800.00,IP DEDICADO,MERCADO LIVRE,0,JUNDIAI / SP (JAI),SP,FIBRA,50
NETPRIMUS TECNOLOGIA LTDA,,1.500.00,IP DEDICADO,MERCADO LIVRE,36,JABOATAO DOS GUARARAPES / PE (JBO),PE,FIBRA,200
OAC INTERNET E INFORMATICA LTDA,,600.00,IP DEDICADO,MERCADO LIVRE,0,SAO PEDRO DA ALDEIA / RJ (SPA),RJ,FIBRA,50
CABO,,875.00,IP DEDICADO,MERCADO LIVRE,0,MACAIBA / RN (MCI),RN,FIBRA,50
VOIPGLOBE SERVICOS DE COMUNICACAO MULTIMIDIA VIA INTERNET LTDA,,850.00,IP DEDICADO,MERCADO LIVRE,0,NOVA IGUACU / RJ (NIU),RJ,RÁDIO,50
BRISANET SERV DE TELEC SA,,650.00,IP DEDICADO,MERCADO LIVRE,0,MACAIBA / RN (MCI),RN,FIBRA,50
IVR INFORMATICA LTDA,,559.90,IP DEDICADO,CAIXA ECONOMICA FEDERAL,0,BONITO / MS (BTO),MS,FIBRA,20
BRFIBRA TELECOMUNICAÇÕES LTDA,,250.00,L2L LAST MILE,DIMED/PANVEL,0,PORTO ALEGRE / RS (PAE),RS,FIBRA,30
TECSYSTEM,,300.00,L2L LAST MILE,DIMED/PANVEL,0,PORTO ALEGRE / RS (PAE),RS,FIBRA,30
TECSYSTEM,,300.00,L2L LAST MILE,DIMED/PANVEL,0,CANOAS / RS (CAN),RS,FIBRA,30
MUNDIVOX,,300.00,IP DEDICADO,DIMED/PANVEL,0,CURITIBA / PR (CTA),PR,FIBRA,35
LIGUE TELECOMUNICACOES,,199.00,IP BANDA LARGA,DIMED/PANVEL,0,MARINGA / PR (MGA),PR,FIBRA,600
ADYL NET ACESSO A INTERNET LTDA,,250.00,L2L LAST MILE,DIMED/PANVEL,0,CAXIAS DO SUL / RS (CSL),RS,FIBRA,30
ADYL NET ACESSO A INTERNET LTDA,,250.00,L2L LAST MILE,DIMED/PANVEL,0,CAXIAS DO SUL / RS (CSL),RS,FIBRA,30
EMPRESA CATARINENSE DE TECNOLOGIA EM TELECOMUNICACOES LTDA,0,350.00,IP DEDICADO,DIMED/PANVEL,0,FLORIANOPOLIS / SC (FNS),SC,FIBRA,30
MOOV TELECOM LTDA,,220.00,IP BANDA LARGA,EQUIPAV,0,ITAJUBA / MG (IJA),MG,FIBRA,300
ARIPUANA COMERCIO DE ELETRO ELETRONICOS LTDA,,520.00,IP DEDICADO,CAIXA ECONOMICA FEDERAL,0,ARIPUANA / MT (AYP),MT,FIBRA,12
ALLREDE TELECOM LTDA,,119.00,IP BANDA LARGA,CAIXA ECONOMICA FEDERAL,0,BRASILIA / DF (BSA),DF,FIBRA,200
TV BARIGUI LTDA,,300.00,IP DEDICADO,DIMED/PANVEL,0,CURITIBA / PR (CTA),PR,FIBRA,35
TV BARIGUI LTDA,,300.00,IP DEDICADO,DIMED/PANVEL,0,CURITIBA / PR (CTA),PR,FIBRA,35
ACESSOLINE TELECOMUNICACOES LTDA,,750.00,L2L LAST MILE,DISPLAN,0,PINHAIS / PR (PNIS),RS,FIBRA,100
BRFIBRA TELECOMUNICAÇÕES LTDA,,250.00,L2L LAST MILE,DIMED/PANVEL,0,PORTO ALEGRE / RS (PAE),RS,FIBRA,30
COMPUNET DO BRASIL TELECOM LTDA,,650.00,IP DEDICADO,SHOPEE,0,SAO JOSE DOS CAMPOS / SP (SJC),SP,FIBRA,50
ACESSOLINE TELECOMUNICACOES LTDA,,280.00,L2L LAST MILE,PANVEL,0,LONDRINA / PR (LDA),PR,FIBRA,32
ACESSOLINE TELECOMUNICACOES LTDA,,280.00,L2L LAST MILE,PANVEL,0,LONDRINA / PR (LDA),PR,FIBRA,32
ACESSOLINE TELECOMUNICACOES LTDA,,280.00,L2L LAST MILE,PANVEL,0,MARINGA / PR (MGA),PR,FIBRA,32
ACESSOLINE TELECOMUNICACOES LTDA,,280.00,L2L LAST MILE,PANVEL,0,CASCAVEL / PR (CSC),PR,FIBRA,32
ACESSOLINE TELECOMUNICACOES LTDA,,280.00,L2L LAST MILE,PANVEL,0,LONDRINA / PR (LDA),PR,FIBRA,32
ACESSOLINE TELECOMUNICACOES LTDA,,280.00,L2L LAST MILE,PANVEL,0,LONDRINA / PR (LDA),PR,FIBRA,32
ADYL NET ACESSO A INTERNET LTDA,,250.00,L2L LAST MILE,PANVEL,0,GRAMADO / RS (GDO),RS,FIBRA,50
BRTELE TECNOLOGIA LTDA,,450.00,IP DEDICADO,DIRECIONAL ENGENHARIA S/A PERNAMBUCO,0,RECIFE / PE (RCE),PE,FIBRA,30
CTINET SOLUCOES EM CONECTIVIDADE E INFORMATICA LTDA,,650.00,IP DEDICADO,SHOPEE,0,SAO PAULO / SP (SPO),SP,FIBRA,50
SEM LIMITE COMUNICACOES LTDA,,650.00,IP DEDICADO,SHOPEE,0,GUARULHOS / SP (GRS),SP,FIBRA,100
INSIDESIGN TECNOLOGIA LTDA,,390.00,IP DEDICADO,SHOPEE,0,RIBEIRAO PRETO / SP (RPO),SP,FIBRA,50
OSIRNET INFO TELECOM LTDA,,850.00,L2L LAST MILE,BRFIBRA (CEEE EQUATORIAL),0,SANTA VITORIA DO PALMAR / RS (SVR),RS,FIBRA,10
ULTRAXX SERVICOS DE CONECTIVIDADE LTDA,,499.00,IP BANDA LARGA,PREFEITURA MUNICIPAL DE SANTA MARIA,0,SANTA MARIA / RS (SMA),RS,FIBRA,200
S & M NACIONAL TELECOM LTDA,,569.00,IP DEDICADO,THOMAS GREG.,0,PORTO VELHO / RO (PVO),RO,FIBRA,50
JEAN MORAES BORGES LTDA,,399.00,IP DEDICADO,MRV,0,PORTO ALEGRE / RS (PAE),RS,FIBRA,12
ABZ TELECOMUNICACOES LTDA,,1.500.00,IP DEDICADO,MERCADO LIVRE,0,MARILIA / SP (MIA),SP,RÁDIO,100
IMF NETWORK & DATA LTDA,,1.000.00,IP DEDICADO,MERCADO LIVRE,36,MARILIA / SP (MIA),SP,FIBRA,100
TUBARON TECNOLOGIAS LTDA,,450.00,IP DEDICADO,JSL SA,0,BUTIA / RS (BUA),RS,FIBRA,32
TELEMIDIA SISTEMAS DE TELECOMUNICACAO LTDA,,450.00,IP DEDICADO,CONCESSIONARIA RODOVIAS DO SUL DE MINAS,0,POCOS DE CALDAS / MG (PCS),MG,FIBRA,30
NET 7 FIBRA LTDA,,400.00,IP BANDA LARGA,CONCESSIONARIA RODOVIAS DO SUL DE MINAS,0,GONCALVES / MG (GCV),MG,FIBRA,100
ALGAR SOLUCOES EM TIC S/A,,750.00,IP DEDICADO,ORIGINAL VEiCULOS,0,SAO JOSE DOS CAMPOS / SP (SJC),SP,FIBRA,50
GUIMARAES E VENANCIO TELECOMUNICACOES LTDA,,400.00,IP BANDA LARGA,CONCESSIONARIA RODOVIAS DO SUL DE MINAS,0,OURO FINO / MG (OUF),MG,FIBRA,50
GGNET TELECOMUNICACOES LTDA,,199.90,IP DEDICADO,SEARA ALIMENTOS LTDA ITAIOPOLIS SC,0,ITAIOPOLIS / SC (ILS),SC,FIBRA,100
OPTTO TELECOMUNICACOES LTDA,,500.00,IP DEDICADO,ORIGINAL VEICULOS (SEG. PATRIMONIAL),0,ARARAQUARA / SP (ARQ),SP,FIBRA,50
OPTTO TELECOMUNICACOES LTDA,,500.00,IP DEDICADO,ORIGINAL VEICULOS (OPERAçãO),0,ARARAQUARA / SP (ARQ),SP,FIBRA,50
HEBERTON LUIZ POLISTCHUK,,1.782.50,IP DEDICADO,COOPERATIVA CENTRAL AURORA ALIMENTOS,0,CASTRO / PR (CAT),PR,FIBRA,155
UNIVERSAL TELECOM S.A.,,600.00,IP DEDICADO,COOP DOS PRODUTORES DE OVOS CPOVOS,0,MOGI DAS CRUZES / SP (MCZ),SP,RÁDIO,20
CMTV TECNOLOGIA LTDA,,687.00,IP DEDICADO,MERCADO LIVRE,0,LONDRINA / PR (LDA),PR,FIBRA,50
B R A SERVICOS DE COMUNICACAO LTDA,,500.00,IP DEDICADO,ORIGINAL VEICULOS (SEG. PATRIMONIAL),0,PIRACICABA / SP (PAA),SP,FIBRA,30
B R A SERVICOS DE COMUNICACAO LTDA,,500.00,IP DEDICADO,ORIGINAL VEICULOS (OPERAçãO),0,PIRACICABA / SP (PAA),SP,FIBRA,30
B R A SERVICOS DE COMUNICACAO LTDA,,500.00,IP DEDICADO,ORIGINAL VEICULOS (SEG. PATRIMONIAL),0,INDAIATUBA / SP (IDU),SP,FIBRA,30
UNIVERSAL TELECOM S.A.,,842.50,IP DEDICADO,SHOPEE,0,OSASCO / SP (OCO),SP,RÁDIO,50
UNIVERSAL TELECOM S.A.,,960.00,IP DEDICADO,MERCADO LIVRE,0,SAO PAULO / SP (SPO),SP,RÁDIO,50
REDE TUPINIQUIM DE COMUNICACAO LTDA,,400.00,IP BANDA LARGA,CONCESSIONARIA RODOVIAS DO SUL DE MINAS,0,IPUIUNA / MG (IUU),MG,FIBRA,50
REDE TUPINIQUIM DE COMUNICACAO LTDA,,400.00,IP BANDA LARGA,CONCESSIONARIA RODOVIAS DO SUL DE MINAS,0,SENADOR JOSE BENTO / MG (SYA),MG,FIBRA,50
ZANCHET E PAIM TELECOM LTDA,,230.00,IP BANDA LARGA,OI SPGG,0,IBIACA / RS (IBK),RS,FIBRA,200
ZANCHET E PAIM TELECOM LTDA,,170.00,IP BANDA LARGA,OI SPGG,0,IBIACA / RS (IBK),RS,FIBRA,100
LOCALNET TELECOM LTDA,,180.00,L2L LAST MILE,OI SPGG,0,BARRA DO RIBEIRO / RS (BRO),RS,FIBRA,10
MHNET TELECOMUNICACOES LTDA,,180.00,IP BANDA LARGA,OI SPGG,0,MARIANO MORO / RS (MMO),RS,FIBRA,100
MHNET TELECOMUNICACOES LTDA,,180.00,IP BANDA LARGA,OI SPGG,0,BARROS CASSAL / RS (BSL),RS,FIBRA,100
J R M NETO & CIA LTDA,,1.050.00,IP DEDICADO,MERCADO LIVRE,36,ITAITINGA / CE (IAGA),CE,FIBRA,100
J R M NETO & CIA LTDA,,1.180.00,IP DEDICADO,MERCADO LIVRE,36,ITAITINGA / CE (IAGA),CE,RÁDIO,100
OSIRNET INFO TELECOM LTDA,,180.00,IP BANDA LARGA,OI SPGG,0,TURUCU / RS (TRC),RS,FIBRA,200
PERSIS TELECOM,,720.00,IP DEDICADO,MERCADO LIVRE,0,LONDRINA / PR (LDA),PR,FIBRA,50
CENTURY TELECOM,,2.200.00,IP DEDICADO,MERCADO LIVRE,0,BETIM / MG (BET),MG,FIBRA,200
FOCUS TELECOM,,500.00,IP DEDICADO,ORIGINAL VEICULOS (SEG. PATRIMONIAL),0,AMERICANA / SP (AMR),SP,RÁDIO,30
FOCUS TELECOM,,500.00,IP DEDICADO,ORIGINAL VEICULOS (OPERAçãO),0,AMERICANA / SP (AMR),SP,RÁDIO,30
CIA NET,,1.650.00,IP DEDICADO,MERCADO LIVRE,0,SIMOES FILHO / BA (SMF),BA,RÁDIO,100
KERAXWEB SERVIÇOS DE INTERLIGAÇÃO E INTERNET LTDA,,905.00,IP DEDICADO,ELTE,0,CUBATAO / SP (CAO),SP,FIBRA,22
C C A INFORMATICA LTDA,,599.90,IP BANDA LARGA,COOPERATIVA CENTRAL AURORA ALIMENTOS,0,APUCARANA / PR (APU),PR,FIBRA,300
VETORIALNET INFORMATICA E SERVICOS DE INTERNET LTDA,,200.00,L2L LAST MILE,SUL COMBUSTÍVEIS LTDA,0,RIO GRANDE / RS (RGR),RS,FIBRA,10
VIABOL TELECOM LTDA,,350.00,IP BANDA LARGA,EMEF CHRISTIANO J. SMIDT,0,SANTA CRUZ DO SUL / RS (SCR),RS,FIBRA,200
MEGA WIFI SERVICOS E INTERNET LTDA,,400.00,IP BANDA LARGA,CONCESSIONARIA RODOVIAS DO SUL DE MINAS,0,ESTRELA DO SUL / MG (EEL),MG,FIBRA,20
PINHAIS NET TELECOM COMERCIO E SERVICOS LTDA,,210.00,IP BANDA LARGA,PANVEL,0,PINHAIS / PR (PNIS),PR,FIBRA,100
MAGNOS A BOTH & CIA LTDA,,200.00,IP DEDICADO,OI SA,0,SANTO CRISTO / RS (STC),RS,FIBRA,100
MHNET TELECOMUNICACOES LTDA,,1.275.00,IP DEDICADO,TRT4,0,PASSO FUNDO / RS (PAS),RS,FIBRA,200
MATEK SOLUCOES EM INFORMATICA LTDA.,,129.90,IP BANDA LARGA,MUNICiPIO DE SANTA CRUZ DO SUL,0,SANTA CRUZ DO SUL / RS (SCR),RS,FIBRA,400
GOLD TELECOM LTDA,,300.00,IP DEDICADO,SENCINET,0,SACRAMENTO / MG (SQN),MG,FIBRA,10
HI TECNOLOGIA LTDA,0,250.00,IP BANDA LARGA,OI SPGG,0,ENCRUZILHADA DO SUL / RS (ESL),RS,FIBRA,200
INDNET TELECOMUNICAÇÕES LTDA ME,,400.00,IP BANDA LARGA,CONCESSIONARIA RODOVIAS DO SUL DE MINAS,0,UBERLANDIA / MG (ULA),MG,FIBRA,30
NET TRIANGULO TELECOM LTDA,,337.22,IP BANDA LARGA,CONCESSIONARIA RODOVIAS DO SUL DE MINAS,0,PERDIZES / MG (PEZ),MG,FIBRA,10
RENATO RODRIGUES RUFATTO,,270.00,IP BANDA LARGA,MPMT,0,PORTO DOS GAUCHOS / MT (POH),MT,FIBRA,100
MARMOS E MARMOS LTDA,,300.00,IP BANDA LARGA,MPMT,0,PRIMAVERA DO LESTE / MT (PVT),MT,FIBRA,100
NET 7 TECNOLOGIA LTDA,,1.399.99,IP DEDICADO,INPASA AGROINDUSTRIAL,0,SIDROLANDIA / MS (SDN),MS,FIBRA,210
NWI,,600.00,IP DEDICADO,CAIXA ECONOMICA FEDERAL,0,BRASILIA / DF (BSA),DF,FIBRA,110
AMTECK INFORMATICA LTDA,,369.90,IP BANDA LARGA,MPMT,0,PORTO ALEGRE DO NORTE / MT (PAZ),MT,FIBRA,100
ZANCHET E PAIM TELECOM LTDA,,280.00,IP BANDA LARGA,OI SPGG,0,IBIRAIARAS / RS (IBS),RS,FIBRA,100
PRIME SOLUCOES EM TELECOMUNICACOES LTDA,,400.00,IP BANDA LARGA,CONCESSIONARIA RODOVIAS DO SUL DE MINAS,0,UBERABA / MG (URA),MG,FIBRA,30
ABS TELECOMUNICACOES LTDA,,359.90,IP BANDA LARGA,MPMT,0,VILA RICA / MT (VAR),MT,FIBRA,200
VPN INFRAESTRUTURA DE REDES LTDA,,850.00,IP DEDICADO,DIRECIONAL,0,BRASILIA / DF (BSA),DF,FIBRA,100
BRFIBRA TELECOMUNICAÇÕES LTDA,,120.00,L2L LAST MILE,PANVEL,0,CURITIBA / PR (CTA),PR,FIBRA,10
MARAU NET TECNOLOGIA LTDA,,210.00,IP BANDA LARGA,PANVEL,0,MARAU / RS (MRA),RS,FIBRA,250
RLS TELECOM LTDA,,250.00,IP BANDA LARGA,MPMT,0,TABAPORA / MT (TBRA),MT,FIBRA,150
ADYL NET ACESSO A INTERNET LTDA,,250.00,L2L LAST MILE,QUERO QUERO / OI,0,LAGOA VERMELHA / RS (LVH),RS,FIBRA,25
VIVAS TELECOMUNICACOES LTDA,,450.00,IP DEDICADO,MATERNAL & BABY CARE ASSISTENCIA MEDICA,0,SANTA ISABEL / SP (SBL),SP,FIBRA,100
TECSYSTEM,,300.00,L2L LAST MILE,SUL COMBUSTÍVEIS LTDA,0,ESTEIO / RS (EIO),RS,RÁDIO,30
VETORIALNET INFORMATICA E SERVICOS DE INTERNET LTDA,,199.00,IP BANDA LARGA,TRT4,0,RIO GRANDE / RS (RGR),RS,FIBRA,500
V.tal - Rede Neutra de Telecomunicacoes S.a,,522.50,IP BANDA LARGA,DIRECIONAL,0,RIO DE JANEIRO / RJ (RJO),RJ,FIBRA,100
MEGALINK PROVEDOR E INFORMATICA LTDA,,700.00,IP DEDICADO,SHOPEE,0,SAO GONCALO / RJ (SGO),RJ,FIBRA,50
LPRINT TELECOMUNICACAO E ENGENHARIA LTDA,,700.00,IP DEDICADO,SHOPEE,0,MACAE / RJ (MCE),RJ,FIBRA,100
INSIDESIGN TECNOLOGIA LTDA,,450.00,IP DEDICADO,MRV,0,RIBEIRAO PRETO / SP (RPO),SP,FIBRA,10
SPEEDMAX TELECOM E INFORMATICA LTDA,,300.00,IP BANDA LARGA,MPMT,0,MARCELANDIA / MT (MLY),MT,FIBRA,200
I. R. ARRAIS LTDA,,300.00,IP BANDA LARGA,MPMT,0,DIAMANTINO / MT (DIO),MT,FIBRA,100
F GERONIMO DIAS,,300.00,IP BANDA LARGA,MPMT,0,AGUA BOA / MT (ABO),MT,FIBRA,200
CACERES TELECOMUNICACOES LTDA,,216.00,IP BANDA LARGA,MPMT,0,CACERES / MT (CCS),MT,FIBRA,1024
BRAVA TELECOMUNICACOES PONTES E LACERDA LTDA,,216.00,IP BANDA LARGA,MPMT,0,PONTES E LACERDA / MT (PCK),MT,FIBRA,1024
FM TELECOMUNICACOES LTDA,,216.00,IP BANDA LARGA,MPMT,0,MIRASSOL D\'OESTE / MT (MIS),MT,FIBRA,1024
C&C TECNOLOGIA DA INFORMACAO LTDA,,400.00,IP BANDA LARGA,CONCESSIONARIA RODOVIAS DO SUL DE MINAS,0,BORDA DA MATA / MG (BDM),MG,RÁDIO,10
DIONE BALARIM PRIETO TECNOLOGIA E INTERNET,,400.00,IP BANDA LARGA,CONCESSIONARIA RODOVIAS DO SUL DE MINAS,0,PATROCINIO / MG (PTC),MG,FIBRA,30
SOTHIS TECNOLOGIA E SERVICOS DE TELECOMUNICACOES LTDA,,769.93,IP DEDICADO,ARTGUSTO GASTRONOMIA LTDA,0,SAO PAULO / SP (SPO),SP,FIBRA,100
HOSTFIBER COMUNICACAO MULTIMIDIA LTDA,,500.00,IP DEDICADO,TANESFIL IND. COM,0,MAUA / SP (MAU),SP,FIBRA,55
UNIVERSAL TELECOM S.A.,,480.00,IP DEDICADO,AUTO GREEN,0,SAO PAULO / SP (SPO),SP,RÁDIO,10
LOCALNET TELECOM LTDA,,199.90,L2L LAST MILE,DHL TK GUAIBA,0,GUAIBA / RS (GUB),RS,RÁDIO,10
WECLIX TELECOM S.A.,,550.00,IP DEDICADO,SHOPEE,0,IBITINGA / SP (IYG),SP,FIBRA,55
LUCELIA PATRICIA ESCAJADILLO DE LA TORRE - ME,,500.00,IP DEDICADO,DHL ADIDAS (ARMAZEM),0,EXTREMA / MG (EXM),MG,FIBRA,50
CONNECTION TELECOM LTDA,,1.600.00,IP DEDICADO,MERCADO LIVRE,0,BETIM / MG (BET),MG,RÁDIO,200
CTINET SOLUCOES EM CONECTIVIDADE E INFORMATICA LTDA,,400.00,IP DEDICADO,AUTO GREEN VEICULOS (SEG. PATRIMONIAL),0,SAO PAULO / SP (SPO),SP,FIBRA,10
VISIONET FIBRA - LTDA,,900.00,IP DEDICADO,EXPEREO (BUNGE - CRISTALINA/GO),0,CRISTALINA / GO (CRT),GO,RÁDIO,20
REDEMETRO TELECOMUNICACOES LTDA,,1.000.00,IP DEDICADO,TRT4,0,TAQUARA / RS (TQR),RS,FIBRA,200
BRFIBRA TELECOMUNICAÇÕES LTDA,,500.00,IP DEDICADO,TRT4,0,PORTO ALEGRE / RS (PAE),RS,FIBRA,55
MAGNOS A BOTH & CIA LTDA,,200.00,IP DEDICADO,CONSTINTA COM DE TINTAS LTDA,0,SANTO CRISTO / RS (STC),RS,FIBRA,300
VOIPGLOBE SERVICOS DE COMUNICACAO MULTIMIDIA VIA INTERNET LTDA,,350.00,IP DEDICADO,LOCALIZA,0,RIO DE JANEIRO / RJ (RJO),RS,FIBRA,12
RRM TELECOM LTDA,,950.00,IP BANDA LARGA,EMEF RIO BRANCO,0,SANTA CRUZ DO SUL / RS (SCR),RS,FIBRA,200
ALLREDE PARTICIPACOES LTDA,,300.00,IP BANDA LARGA,BRFIBRA,0,DIAMANTINO / MT (DIO),MT,FIBRA,400
BORGES ALEXANDRE & CIA LTDA,,600.00,IP DEDICADO,MPMT,0,PORTO ESPERIDIAO / MT (PTP),MT,FIBRA,30
ALLREDE PARTICIPACOES LTDA,,300.00,IP DEDICADO,MPMT,0,SAO JOSE DO RIO CLARO / MT (SJK),MT,FIBRA,22
ALLREDE PARTICIPACOES LTDA,,300.00,IP DEDICADO,MPMT,0,NORTELANDIA / MT (NDA),MT,FIBRA,22
ALLREDE PARTICIPACOES LTDA,,300.00,IP DEDICADO,MPMT,0,JUARA / MT (JXA),MT,FIBRA,22
ALLREDE PARTICIPACOES LTDA,,300.00,IP DEDICADO,MPMT,0,CAMPO NOVO DO PARECIS / MT (CZN),MT,FIBRA,22
ALLREDE PARTICIPACOES LTDA,,400.00,IP DEDICADO,MPMT,0,BARRA DO GARCAS / MT (BAG),MT,FIBRA,55
ALLREDE PARTICIPACOES LTDA,,300.00,IP DEDICADO,MPMT,0,ARENAPOLIS / MT (AOS),MT,FIBRA,22
PARENTE E FERNANDES DE SOUSA LTDA,,210.00,IP BANDA LARGA,MPMT,0,PARANATINGA / MT (PWT),MT,FIBRA,300
REDEMETRO TELECOMUNICACOES LTDA,,800.00,IP DEDICADO,TRT4,0,ALVORADA / RS (AVA),RS,FIBRA,55
AS INFORMATICA LTDA,,325.00,IP DEDICADO,SENCINET,0,NOVA SERRANA / MG (NVS),MG,FIBRA,12
CLARICE LOQUETI MAIA & CIA LTDA,,279.00,IP BANDA LARGA,MPMT,0,NOVA MUTUM / MT (NMM),MT,FIBRA,300
ATIVA TELECOM LTDA,,480.00,IP DEDICADO,MPMT,0,RIBEIRAO CASCALHEIRA / MT (RCC),MT,FIBRA,22
ATIVA TELECOM LTDA,,480.00,IP DEDICADO,MPMT,0,QUERENCIA / MT (QRNC),MT,FIBRA,22
ALTO XINGU TELECOMUNICACOES LTDA,,300.00,IP BANDA LARGA,MPMT,0,CANARANA / MT (CKW),MT,FIBRA,200
MUNDO NET LTDA,,300.00,IP BANDA LARGA,MPMT,0,COLNIZA / MT (CNIZ),MT,FIBRA,800
NEXUS INFORMATICA,,300.00,IP BANDA LARGA,MPMT,0,COMODORO / MT (CMZ),MT,FIBRA,100
RV NET TELECOMUNICACOES LTDA,,300.00,IP BANDA LARGA,MPMT,0,ROSARIO OESTE / MT (ROE),MT,FIBRA,500
NEONET SERVICO DE COMUNICACAO MULTIMIDIA LTDA,,300.00,IP DEDICADO,MPMT,0,JAURU / MT (JRW),MT,FIBRA,22
NEONET SERVICO DE COMUNICACAO MULTIMIDIA LTDA,,300.00,IP DEDICADO,MPMT,0,SAO JOSE DOS QUATRO MARCOS / MT (SQU),MT,FIBRA,22
NEONET SERVICO DE COMUNICACAO MULTIMIDIA LTDA,,300.00,IP DEDICADO,MPMT,0,RIO BRANCO / MT (RBR),MT,FIBRA,22
LIDERNET TELECOM LTDA,,245.00,IP BANDA LARGA,MPMT,0,COLIDER / MT (CDE),MT,FIBRA,100
